MDU,HW_Property Name,Address,RecordID,Zip
F0540,STRATFORD ARMS CONDOMINIUM,"2600 South Ocean Boulevard, Boca Raton, FL 33432-8385, USA",043880495,33432
G1054,STUDIOPLEX MIXED USE,"678 Edgewood Avenue Northeast, Atlanta, GA 30307, USA",083548015,30307
F1328,SUGAR SANDS,"7840 Southeast Sugar Sand Circle, Hobe Sound, FL 33455-4787, USA",089594109,33455
F1689,SUGAR SANDS CONDO,"1241 Sugar Sands Boulevard, Riviera Beach, FL 33404-3147, USA",012507160,33404
F0865,SUMMERFIELD COMMUNITY ASSOC,"6542 Southeast Twin Oaks Circle, Stuart, FL 34997-8195, USA",082454476,34997
PA014,SUMMIT PARK,"8201 Henry Avenue, Philadelphia, PA 19128-2983, USA",091900621,19128
F0379,SUN VALLEY,"9781 El Clair Ranch Road, Boynton Beach, FL 33437, USA",098806839,33437
F1545,SUN VALLEY EAST,"5670 Sills Drive, Boynton Beach, FL 33437-3317, USA",076244802,33437
F1376,SUNSET HARBOR SOUTH,"1800 Purdy Avenue, Miami Beach, FL 33139-1465, USA",027842306,33139
F0693,SUNSET HARBOUR NORTH CONDO,"1900 Purdy Avenue, Miami Beach, FL 33139-1400, USA",029852487,33139
F1721,SUNSET TOWERS,"11 Sunset Drive, Sarasota, FL 34236-5565, USA",005731033,34236
F1514,SURF CLUB RESIDENCES SOUTH BY FOUR SEASONS,"9133 Collins Avenue, Surfside, FL 33154-3118, USA",096289882,33154
F1569,SURFSIDE CLUB,"1065 Gulf Shore Boulevard North, Naples, FL 34102-5310, USA",004281968,34102
"F0697, F0719",SUTTON PLACE,,,33480
F0690,SWAN LAKE CLUB,4140 CRAYTON RD 34103,063279051,34103
F0866,SoCe Flats,"SoCe Flats, 8th Street South, Naples, FL 34102, USA",,
F0931,Society Biscayne,"400 Biscayne Boulevard, Miami, FL 33132-1913, USA",061086139,33132
F1048,Southport,"75 Southport Cove, Bonita Springs, FL 34134-8541, USA",088098504,34134
F0848,TAILWINDS HOA,2400 SE DOWNWINDS RD 33478,040806834,33478
"F0508, F0782",TAMARAC VILLAGE APARTMENTS,,,33351
F0222,TAO,"2681 North Flamingo Road, Sunrise, FL 33323-1750, USA",044947741,33323
F0457,TARPON BAY,"2050 Castaways Court, Naples, FL 34119-8701, USA",033574919,34119
GA591,TEASLEY PLACE,50 CANTON ST 30009,070420299,30009
PA038,TEDWYN,"840 Montgomery Avenue, Bryn Mawr, PA 19010-3344, USA",092921336,19010
GA243,TERMINUS,"3280 Peachtree Road Northeast, Atlanta, GA 30305-2430, USA",053787296,30305
F1781,TERRA VERDE RESORT,"182 Hideaway Beach Lane, Kissimmee, FL 34746-7415, USA",028397277,34746
F0592,THE 2000 CONDO,"2000 South Ocean Boulevard, Palm Beach, FL 33480-5206, USA",032026585,33480
F0887,THE ADMIRAL,"8750 South Ocean Drive, Hutchinson Island South, FL 34957-2126, USA",094332477,34957
F0680,THE ADMIRALS WALK,"4545 North Ocean Boulevard, Boca Raton, FL 33431-5340, USA",067227338,33431
F0885,THE ARBORS OF HOBE SOUND,"THE ARBORS, Forest Glade Trail OF, Hobe Sound, FL 33455, USA",,
F0656,THE ATRIUM ASSOCIATION,"800 East Camino Real, Boca Raton, FL 33432-6358, USA",090385213,33432
F1542,THE ATRIUM AT PALM BEACH SHORES,"145 South Ocean Avenue, Palm Beach Shores, FL 33404-5754, USA",019339866,33404
F0912,THE ATRIUMS OF PALM BEACH,"3400 South Ocean Boulevard, Palm Beach, FL 33480-7009, USA",055263576,33480
F0764,THE BANK LOFTS,"8101 Biscayne Boulevard, Miami, FL 33138-4634, USA",091217270,33138
F0687,THE BARCLAY,"3546 South Ocean Boulevard, South Palm Beach, FL 33480-5739, USA",056877600,33480
F1124,THE BEACH CLUB OF HALLANDALE TOWER II,"1830 South Ocean Drive, Hallandale Beach, FL 33009-7696, USA",028661495,33009
F1233,THE BEACH CLUB OF HALLANDALE TOWER III,"1800 South Ocean Drive, Hallandale Beach, FL 33009-7734, USA",027844384,33009
F0737,THE BERESFORD CONDO,"350 South Ocean Boulevard, Boca Raton, FL 33432-6262, USA",056329870,33432
F0967,THE BOHEMIAN,"1017 Lake Avenue, Lake Worth Beach, FL 33460-3709, USA",001762790,33460
F0488,THE BOND AT BRICKELL,"1080 Brickell Avenue, Miami, FL 33131-3997, USA",004937754,33131
F0785,THE BRADLEY,"51 Northwest 26th Street, Miami, FL 33127-4482, USA",071719826,33127
F1565,"THE BREAKERS OF NAPLES, INC.","2875 Gulf Shore Boulevard North, Naples, FL 34103-4359, USA",047391280,34103
F0674,THE BRISTOL,"1100 South Flagler Drive, West Palm Beach, FL 33401-6533, USA",005975418,33401
F1419,THE BROADVIEW CONDOMINIUM,"400 Intracoastal Place, Jupiter, FL 33469, USA",061113082,33469
F1541,THE CHARTER CLUB,"600 Northeast 36th Street, Miami, FL 33137-3929, USA",078279170,33137
F0929,THE CHARTER CLUB AT MARTIN DOWNS,"2002 Southwest Olympic Club Terrace, Palm City, FL 34990-6023, USA",032089886,34990
F0741,THE CLUB AT INDIAN LAKES,"6088 Rossmoor Lakes Drive, Boynton Beach, FL 33437-5551, USA",079147529,33437
F0853,THE CLUB AT RAPALLO,"8551 Via Rapallo Drive, Estero, FL 33928-2302, USA",093605787,33928
F1607,THE COLLINS CONDOMINIUM,"6917 Collins Avenue, FL 33141-3263, USA",084202278,33141
F1119,THE COLONADE AT PARK SHORE,"100 Colonade Circle, Naples, FL 34103, USA",000441614,34103
F0702,THE COURTYARD,1100 SURF RD 33404,005979566,33404
F0976,THE COURTYARDS (WATERSTONE),"3404 Rixford Way Southeast, Palm Bay, FL 32909, USA",055316399,32909
F1441,THE COURTYARDS AT GONDOLA PARK,"1062 East Venice Avenue, Venice, FL 34285-7162, USA",004202920,34285
F1597,THE COVE CONDOMINIUM,"2784 South Ocean Boulevard, Palm Beach, FL 33480-5506, USA",046243624,33480
F1856,THE COVE INN,"THE COVE INN, Broad Avenue South, Naples, FL 34102, USA",,
F0437,THE CRIMSON,"601 Northeast 27th Street, Miami, FL 33137-4639, USA",078420558,33137
F0821,THE CYPRESSES OF BOCA LAGO,"21529 Cypress Hammock Drive, Boca Raton, FL 33428-1946, USA",036160095,33428
F1566,THE DISTRICT CONDOMINIUM,"233 North Miami Avenue, Miami, FL 33128, USA",039746997,33128
F1011,THE DORSEY,"2801 Northwest 3rd Avenue, Miami, FL 33127-3921, USA",046523916,33127
F0869,THE ELYSEE CONDOMINIUM,"788 Northeast 23rd Street, Miami, FL 33137-5901, USA",089699337,33137
F0533,THE ENCLAVE AT BOCA DUNES,"1400 Southwest 65th Avenue, Florida 33428-6034, USA",017633191,33428
F1158,THE ENCLAVE AT BOYNTON WATERS,"9400 Lakeside Lane, Boynton Beach, FL 33437, USA",097568417,33437
F0859,THE ENCLAVE OF DISTINCTION,16709 ENCLAVE CIR 34110,025053507,34110
F0845,THE EVERGREEN CLUB,"3218 Southwest Island Way, Palm City, FL 34990-1410, USA",053027018,34990
F1522,THE EXECUTIVE BAY CLUB,"87200 Overseas Highway, Islamorada, FL 33036-3144, USA",094234999,33036
F1696,THE EXECUTIVE CONDOMINIUM,"4925 Collins Avenue, FL 33140-2740, USA",069867094,33140
F0818,THE FAIRWAYS OF BOCA LAGO,"10571 Boca Woods Lane, Boca Raton, FL 33428-1833, USA",003906136,33428
F1433,THE FAIRWAYS OF PALM AIRE,"635 West Palm Aire Drive, Pompano Beach, FL 33069-5549, USA",081346793,33069
F0862,THE FALLS AT LOST LAKE,"5399 Southeast Lost Lake Way, Hobe Sound, FL 33455-8122, USA",074383622,33455
F0808,THE FALLS AT PARKLAND,"7240 Loxahatchee Road, Parkland, FL 33067-1657, USA",086753405,33067
F1106,THE FOREST,"6100 Club Boulevard, Fort Myers, FL 33908-4340, USA",079361292,33908
F0446,THE GABRIEL MIAMI,"THE GABRIEL MIAMI, Miami, FL 33132, USA",,
F0574,THE GALE,"401 North Birch Road, Fort Lauderdale, FL 33304-4252, USA",061330007,33304
F0415,THE GATES HOTEL,"THE GATES HOTEL, Collins Avenue, Miami Beach, FL 33140, USA",,
F0817,THE GLADES OF BOCA LAGO,"9039 Vista Del Lago, Boca Raton, FL 33428-3141, USA",095624538,33428
F1663,THE GRAMERCY,"2777 Gulf Shore Boulevard North, Naples, FL 34103-4386, USA",046187272,34103
F1027,THE GRAND,"325 North Rosemary Avenue, West Palm Beach, FL 33401-4507, USA",053479600,33401
F0820,THE GREENS OF BOCA LAGO,"9039 VISTA DEL LAGO, Deerfield Beach, FL 33441, USA",095624539,33441
F1024,THE HAMPTONS AT MAPLEWOOD,"266 Sussex Circle, Jupiter, FL 33458-8117, USA",044765514,33458
GA814,THE HOLBROOK OF WOODSTOCK AL,"13664 Georgia 92, Woodstock, GA 30188, USA",016645493,30188
GA815,THE HOLBROOK OF WOODSTOCK MC,"THE HOLBROOK OF WOODSTOCK MC, Woodstock, GA 30188, USA",,
F0819,THE HORIZONS OF BOCA LAGO,"21699 Cypress Road, Boca Raton, FL 33433-3214, USA",036392451,33433
G1354,THE HOTEL AT AVALON,"THE HOTEL AT AVALON, Avalon Boulevard, Alpharetta, GA 30009, USA",,
F1839,THE IMPERIAL CLUB OF NAPLES,"THE IMPERIAL CLUB OF NAPLES, Gulf Shore Boulevard North, Naples, FL 34103, USA",,
F1053,THE ISLAND AT ABACOA,"179 Freeport Drive, Jupiter, FL 33458, USA",027494200,33458
F0476,THE IVORY RESIDENCE,"9261 East Bay Harbor Drive, Bay Harbor Islands, FL 33154-2762, USA",096979640,33154
F0098,THE IVY,"90 Southwest 3rd Street, Miami, FL 33130-2995, USA",095315217,33130
F1492,THE LAKES OF ESTERO,"9750 Springlake Circle, Estero, FL 33928-6284, USA",098751110,33928
F0740,THE LAKES OF WESTCHESTER,"6799 Camille Street, Boynton Beach, FL 33437, USA",083592131,33437
SC258,THE LANDING AT GRAND OAKS,"274 GRANDE OAKS BLVD, Charleston, SC 29414, USA",045847614,29414
F1840,THE LANDINGS OF DELRAY BEACH,"790 Andrews Avenue, Delray Beach, FL 33483-7243, USA",089781653,33483
F1225,THE LEGACY AT TAMARAC,"6100 Rock Island Road, Tamarac, FL 33319, USA",079361871,33319
F1961,THE LEVIN PALACE,"4850 Loring Drive, West Palm Beach, FL 33417-8031, USA",069388927,33417
F0946,THE LINK AT DOUGLAS STATION 1,"3060 Southwest 37th Avenue, Miami, FL 33133-4337, USA",050386492,33146
F0950,THE LINK AT DOUGLAS STATION 2,"3060 Southwest 37th Avenue, Miami, FL 33133-4337, USA",050386206,33146
F0634,THE LUMBERYARD,"THE LUMBERYARD, Tallahassee, FL 32304, USA",,
F0370,THE MANOR CITYPLACE DORAL,"8465 Northwest 33rd Street, Doral, FL 33122, USA",093217890,33122
F0346,THE MANOR TH,"THE MANOR TH, Plantation, FL 33324, USA",,
F0599,THE MANSIONS AT ACQUALINA,"17749 Collins Avenue, Sunny Isles Beach, FL 33160-4693, USA",027307717,33160
F0684,THE MEADOWS OF ESTERO CONDO,"21516 Baccarat Lane, Estero, FL 33928-2919, USA",036148826,33928
F0843,THE MID,"1601 North Dixie Highway, Lake Worth Beach, FL 33460-6517, USA",023332159,33460
F0448,THE MILE,"3622 Coral Way, Miami, FL 33145-3003, USA",057640478,33145
F0137,THE MINT AT RIVERFRONT,"92 Southwest 3rd Street, Miami, FL 33130-2998, USA",096613024,33130
F1153,THE MIRAMAR CONDOMINIUM ASSOCIATION INC,"10000 South Ocean Drive, FL 34957-2446, USA",000623848,34957
F1291,THE MOORS,"17321 Northwest 66th Court, Florida 33015-4411, USA",026602661,33015
F0894,THE OCEAN AT THE BLUFFS SOUTH,"701 South Seas Drive, Jupiter, FL 33477-1134, USA",084901567,33477
F0806,THE ORCHARDS,"7857 Gardner Drive, Naples, FL 34109, USA",089642529,34109
F1045,THE PALACE CONDOMINIUM,"1541 Brickell Avenue, Miami, FL 33129-1213, USA",021982401,33129
F1824,THE PALM BEACH HOUSE CONDOMINIUM,"5600 North Flagler Drive, West Palm Beach, FL 33407-2648, USA",075827692,33407
F1253,THE PARC AT TURNBERRY ISLE,"19400 Turnberry Way, Aventura, FL 33180-2681, USA",030787552,33180
F0954,THE PASTEL,"THE PASTEL, Miami, FL 33128, USA",,
F0892,THE PATRICIAN,"2851 South Ocean Boulevard, Boca Raton, FL 33432-8388, USA",047213672,33432
F1402,THE PELICAN HOTEL,"THE PELICAN HOTEL, Ocean Drive, Miami Beach, FL 33139, USA",,
F0658,THE PLACE AT BAL HARBOUR,"10275 Collins Avenue, Bal Harbour, FL 33154-1417, USA",002397095,33154
F1687,THE PLAZA OF THE PALM BEACHES,"525 South Flagler Drive, West Palm Beach, FL 33401-5922, USA",073365995,33401
F0505,THE REEF,"2275 South Ocean Boulevard, Palm Beach, FL 33480-5356, USA",038596836,33480
F0663,THE REGENCY OF PALM BEACH,"2760 South Ocean Boulevard, Palm Beach, FL 33480-5536, USA",046071167,33480
F0465,THE REGENT,4101 GULF SHORE BLVD N 34103,062687397,34103
F1616,THE RESERVE AT ESTERO,"9350 La Bianco Street, Estero, FL 33967-5641, USA",097372668,33967
SC613,THE RESERVE AT LAKE KEOWEE,"534 Pine Grove Church Road, Sunset, SC 29685-1825, USA",074093128,29685
F1498,THE RESERVE AT THE RIDGE,"BOY SCOUT RD, Florida 32703, USA",099392589,32703
F1516,THE RESIDENCES AT ONE BAL HARBOUR,"159 Bal Bay Drive, Bal Harbour, FL 33154-1310, USA",022874674,33154
F1109,"THE RESIDENCES AT PELICAN ISLE CONDOMINIUM ASSOCIATION, INC.","435 Dockside Drive, Naples, FL 34110-3605, USA",065535593,34110
F1512,THE RESIDENCES AT ST. REGIS AT LONGBOAT KEY,"1620 Gulf of Mexico Drive, Longboat Key, FL 34228-3403, USA",023981577,34228
F1430,THE RESIDENCES ON MONROE,1840 MONROE ST 33020,028846017,33020
F1014,THE RESORT AT SINGER ISLAND,"THE RESORT, AT, Riviera Beach, FL 33404, USA",,
F1203,THE RIDGE AT THE BLUFFS,"215 Cape Pointe Circle, Jupiter, FL 33477-9641, USA",036028635,33477
F1052,THE RITZ-CARLTON RESIDENCES - TAMPA,"3101 Bayshore Boulevard, Tampa, FL 33629, USA",051084904,33629
F1712,THE SANCTUARY AT LONGBOAT KEY CLUB,"565 Sanctuary Drive, Longboat Key, FL 34228-3854, USA",076158283,34228
F1698,THE SANDS OF KEY BISCAYNE,"605 Ocean Drive, Key Biscayne, FL 33149-2323, USA",078858906,33149
F1013,THE SHIPYARD,"620 Thomas Street, Key West, FL 33040-6589, USA",080242043,33040
F0454,THE SHORES AT BERKSHIRE LAKES,"7845 Berkshire Pines Drive, Naples, FL 34104-7442, USA",089604324,34104
F0763,THE SHORES AT BOCA RATON,"18900 Ocean Mist Drive, Boca Raton, FL 33498-4933, USA",029555751,33498
F0776,THE SIX13,"613 Northwest 3rd Avenue, Fort Lauderdale, FL 33311-7592, USA",079672636,33311
F1576,THE SOUTHERNMOST BEACH RESORT,"THE, SOUTHERNMOST BEACH RESORT, Duval Street, Key West, FL 33040, USA",,
F1543,THE TERRACES AT BONITA SPRINGS,"26455 South Tamiami Trail, Bonita Springs, FL 34134-7815, USA",044607671,34134
F1636,THE TERRACES CONDOMINIUMS,"4751 Gulf Shore Boulevard North, Naples, FL 34103-2638, USA",068728830,34103
F1012,THE TRUMAN ANNEX,"305 Whitehead Street, Key West, FL 33040-6542, USA",050220207,33040
F1271,THE VIEW AND TERRACE AT WESTLAKE,"800 Lakeside Circle, Pompano Beach, FL 33060-7700, USA",090395283,33060
F0891,THE VILLAGES AT COUNTRY CREEK,"21180 Country Creek Drive, Estero, FL 33928-2239, USA",035298014,33928
F0803,THE VILLAGES OF MONTEREY,"1725 Mission Drive, Naples, FL 34109-7127, USA",026428770,34109
F1665,THE VILLAS OF CHESTNUT CREEK,"5602 Marquesas Circle, Sarasota, FL 34233-3310, USA",075844539,34233
F0816,THE VISTAS OF BOCA LAGO,"21386 Juego Circle, Boca Raton, FL 33433-2050, USA",035802698,33433
F1276,THE WARWICK CONDOMINIUM,"5100 Dupont Boulevard, Fort Lauderdale, FL 33308-4332, USA",071824659,33308
F0830,THE WAVE ON BAYSHORE CONDO,"THE WAVE ON BAYSHORE CONDO, Fort Lauderdale, FL 33304, USA",,
F1410,THE WELLINGTON CONDO,"3001 Northeast 47th Court, Fort Lauderdale, FL 33308-5368, USA",049159671,33308
N1274,THE WELLS HOTEL HIGHLANDS,"THE WELLS HOTEL, HIGHLANDS, HIGHLANDS, NC 28741, USA",,
F0109,THE WIND,"350 South Miami Avenue, Miami, FL 33130-1909, USA",056329797,33130
F0345,THEMANOR APT,"599 Northwest 82nd Avenue, Plantation, FL 33324-1356, USA",077915253,33324
F0438,TIARA CONDOMINIUMS,"3000 North Ocean Drive, FL 33404-3268, USA",049138487,33404
F0369,TIBURON ESTATES,"2520 Tiburon Drive, Naples, FL 34109-3566, USA",042835244,34109
F1033,TIDE MARSH,"17860 Winkler Road, Fort Myers, FL 33908, USA",027459984,33908
F0854,TIERRA DEL MAR,"1111 South Ocean Boulevard, Boca Raton, FL 33432-7681, USA",006727317,33432
F1904,TIERRA DEL SOL,"250 Northeast 20th Street, Boca Raton, FL 33431-8055, USA",042367450,33431
F0182,TIMBER RUN,"5200 Playpen Drive, Jacksonville, FL 32210-1452, USA",072875371,32210
F0230,TIMOTHYS LANDING,"7950 Melvin Road, Jacksonville, FL 32210, USA",090003630,32210
F0760,TIVOLI LAKES,"10135 Tivoli Lakes Boulevard, Boynton Beach, FL 33437-3757, USA",001594194,33437
F0645,TORINO LAKES,"5108 Northwest Torino Lakes Circle, Port St. Lucie, FL 34986-3237, USA",071895097,34986
F1861,TOSCANA NORTH,"TOSCANA NORTH, South Ocean Boulevard, Highland Beach, FL 33487, USA",,
F1784,TOSCANO AT DADELAND,"7350 Southwest 89th Street, Florida 33156-7683, USA",087399518,33156
F0720,TOWER 155,"155 East Boca Raton Road, Boca Raton, FL 33432-3905, USA",022142997,33432
F1629,"TOWERS AT PONCE INLET, TOWER I","4545 South Atlantic Avenue, FL 32127-7042, USA",067228282,32127
F1630,"TOWERS AT PONCE INLET, TOWER II","4525 South Atlantic Avenue, Ponce Inlet, FL 32127, USA",067082581,32127
F1631,"TOWERS AT PONCE INLET, TOWER V","4565 South Atlantic Avenue, Ponce Inlet, FL 32127-7079, USA",067351080,32127
F0532,TOWERS OF KEY BISCAYNE,"1121 Crandon Boulevard, Key Biscayne, FL 33149-2755, USA",007306147,33149
F0424,TOWN CITY CENTER APTS,"10700 Southwest City Center boulevard, Pembroke Pines, FL 33025-4072, USA",004544673,33025
F0685,TOWN COMMONS,"8750 Via Mar Rosso, Greenacres, FL 33467-2407, USA",094332946,33467
F1570,TOWN OAKS,"1001 Raintree Lane, Palm Beach Gardens, FL 33410-5200, USA",000686058,33410
F1268,TOWN PLANTATION,"12171 Treeline Avenue, Fort Myers, FL 33913-9834, USA",011465131,33913
N1567,TOWN TRIANGLE CROSSING,"6350 Triangle Town Boulevard, Raleigh, NC 27616, USA",081352289,27616
F0911,TOWN VILLAGE WALK,"7922 Dani Drive, Fort Myers, FL 33966-6661, USA",089906696,33966
F1272,TOWN VINELAND ORLANDO,"10535 Hamilton Dawn Street, Orlando, FL 32821-4003, USA",003813154,32821
GA413,TOWNE CLUB WINDERMERE,"3950 Towne Club Parkway, Cumming, GA 30041-6064, USA",060528763,30041
F1642,TOWNE PARK NORTH CONDOMINIUM,"1648 Southeast Port Saint Lucie Boulevard, Port St. Lucie, FL 34952-5405, USA",024621982,34952
F1300,TOWNE PLACE SUITES FTL WEST (3100),"TOWNE PLACE SUITES FTL, WEST (3100, Fort Lauderdale, FL 33309, USA",,
F1298,TOWNEPLACE SUITES BOCA RATON (5110),"TOWNEPLACE SUITES, 5110, Boca Raton, FL 33487, USA",,
F1184,TOWNHOMES OF MARLWOOD,"13 Edinburgh Drive, Palm Beach Gardens, FL 33418-6847, USA",014108012,33418
F1682,TOWNHOUSES OF HIGHLAND BEACH,"2575 South Ocean Boulevard, Highland Beach, FL 33487-1872, USA",043504158,33487
F1853,TOWNHOUSES OF KAWAMA (PHASE II),"TOWNHOUSES OF KAWAMA (PHASE II, Key Largo, FL 33037, USA",,
F1667,TRAFALGAR OF HIGHLAND BEACH,"2917 South Ocean Boulevard, Highland Beach, FL 33487-1876, USA",047979191,33487
F0833,TRIANON,"1200 South Flagler Drive, West Palm Beach, FL 33401-6710, USA",010543353,33401
F0938,TRIESTE AT BOCA RATON,"5700 North Federal Highway, Boca Raton, FL 33487, USA",076413093,33487
F0695,TROPIC BAY CONDO,"2801 Florida Boulevard, Delray Beach, FL 33483-4605, USA",046518286,33483
F1405,TROPICANA SANDS,"TROPICANA Kelly Sands Way, FORT MYERS, FL 33908, USA",,
F0193,TRUMP HOLLYWOOD,"2711 South Ocean Drive, Hollywood, FL 33019-2755, USA",045454834,33019
F1319,TRUMP INTERNATIONAL,"18101 Collins Avenue, Sunny Isles Beach, FL 33160-3130, USA",028168383,33160
F0895,TRUMP NATIONAL DORAL,"4550 Northwest 93rd Doral Court, Doral, FL 33178-2060, USA",067274950,33178
F0146,TRUMP TOWER 3,"15811 Collins Avenue, Florida 33160-4881, USA",022776658,33160
F0122,TRUMP TOWER ONE,"16001 Collins Avenue, Sunny Isl Bch, FL 33160-5511, USA",023303726,33160
F0096,TRUMP TOWER TWO,"15901 Collins Avenue, Sunny Isles Beach, FL 33160-4719, USA",022924039,33160
F0111,TRUMPROYALE,"18201 Collins Avenue, Sunny Isles Beach, FL 33160-5107, USA",028440268,33160
F0559,TRYP MARITIME HOTEL,"TRYP MARITIME HOTEL, Maritime Boulevard, Fort Lauderdale, FL 33312, USA",,
F1123,TURNBERRY ISLES SOUTH,"19667 Turnberry Way, Florida 33180-2593, USA",031150518,33180
F0063,TURNBERRY OC,"16051 Collins Avenue, Sunny Isles Beach, FL 33160-4505, USA",023481035,33160
F0099,TURNBERRY OC SOUTH,"16047 Collins Avenue, Sunny Isles Beach, FL 33160-5557, USA",023448506,33160
F0852,TURNBERRY OCEAN CLUB,"18501 Collins Avenue, Sunny Isles Beach, FL 33160-3768, USA",029030738,33160
F0066,TURNBERRY VILLAGE N,"20000 East Country Club Drive, Aventura, FL 33180-3004, USA",032032712,33180
F0160,TUSCANA,"1371 Tuscan Terrace, Florida 33896-5469, USA",016783763,33896
F0590,TUSCANY AT ABACOA,"3524 Greenway Drive, Jupiter, FL 33458-8729, USA",056672553,33458
F0846,TUSCANY ON THE INTRACOASTAL,"2300 South Federal Highway, Boynton Beach, FL 33435-7818, USA",039084154,33435
F0221,TWO CITY PLAZA,,,33401
F0678,TWO PARK GROVE,"2821 South Bayshore Drive, Miami, FL 33133-6019, USA",046869008,33133
F0982,Tennis Club II Courts,"701 Northwest 19th Street, Fort Lauderdale, FL 33311-4041, USA",084891217,33311
F0988,The Atlantis Building A,"10102 South Ocean Drive, FL 34957-2562, USA",001399829,34957
F0951,The Cloisters of Naples,2701 GULF SHORE BLVD N 34103,045249491,34103
F0949,The Tropics on Venetian Bay,4560 GULF SHORE BLVD N 34103,067331870,34103
F1572,UNI TOWER,"1642 Northeast 1st Avenue, Miami, FL 33132-1654, USA",024532100,33132
F0647,UPTOWN AT LIBERTY PARK,"2505 LIBERTY PARK DR, North Fort Myers, FL 33909-3700, USA",042499616,33909
F0072,UPTOWN MARINA LOFTS,"3029 Northeast 188th Street, Aventura, FL 33180-2989, USA",049754624,33180
F1731,VALENCIA ESTATES,"4614 Hafeela Dr, Irving, TX 75061-1399, USA",067750613,75061
F0688,VALENCIA ISLE,"11200 Valencia Isles Boulevard, Boynton Beach, FL 33437-7056, USA",007276935,33437
F0341,VALENCIA LAKES,"11600 Valencia Lakes Boulevard, Boynton Beach, FL 33437-4032, USA",009016091,33437
F0170,VALENCIA SHORES,"7751 Valencia Shores Boulevard, Greenacres, FL 33467-6974, USA",089233519,33467
F0443,VALENICA POINTE,"6395 Castle Gate Boulevard, Boynton Beach, FL 33437-0905, USA",081522150,33437
F0459,VALLETTA AT BOCA RATON,"100 Northwest 69th Circle, Boca Raton, FL 33487-2367, USA",000513973,33487
F0411,VANDERBILT COMMUNITY ASSOC,"8250 Danbury Boulevard, Naples, FL 34120-1631, USA",092218404,34120
F0878,VANDERBILT SURF COLONY PHASE 1,"11 Bluebill Avenue, Naples, FL 34108-1706, USA",005568020,34108
F0879,VANDERBILT SURF COLONY PHASE 2,"15 Bluebill Avenue, Naples, FL 34108-1709, USA",020344405,34108
F0884,VANDERBILT SURF COLONY PHASE 3,"17 Bluebill Avenue, Naples, FL 34108-1761, USA",025445948,34108
F0881,VANDERBILT TOWERS 2,"3 Bluebill Avenue, Naples, FL 34108-1743, USA",048706681,34108
F0880,VANDERBILT TOWERS 3,"5 Bluebill Avenue, Naples, FL 34108-1740, USA",070208312,34108
F0835,VASARI COUNTRY CLUB,"11250 VIA DE VASARI DR, Bonita Springs, FL 34135-6970, USA",007498762,34135
F1549,VENETIA COMMUNITY ASSOCIATION,"4401 Corso Venetia Boulevard, Venice, FL 34293, USA",065973001,34293
F0229,VENETIAN COVE CLUB,"3500 Gulf Shore Boulevard North, Naples, FL 34103-3605, USA",056344793,34103
F1561,VENETIAN PARK,"2151 Northeast 42nd Court, Lighthouse Point, FL 33064-9027, USA",036142384,33064
F0543,VENETIAN POINTE,"8150 Venetian Pointe Dr, Fort Myers, FL 33908-6004, USA",091593679,33908
F1905,VENETIAN VILLAS,"2601 Venetian Drive, Boynton Beach, FL 33426-7475, USA",043907310,33426
F1510,VENTURA HOA,"5025 Ventura Drive, Delray Beach, FL 33484-8381, USA",070939680,33484
F1041,VENTURE THREE,"10701 South Ocean Drive, Hutchinson Island South, FL 34957-2683, USA",004550080,34957
G1610,VERANDA AT ASSEMBLY,"3900 Motors Industrial Way, Georgia 30360-3163, USA",060057122,30360
GA555,VERANDA AT AVALON,"7165 Avalon Boulevard, Alpharetta, GA 30009-2450, USA",086186765,30009
F0469,VERANDA AT PLANTATION,"510 Northwest 84th Avenue, Plantation, FL 33324-1845, USA",071794263,33324
F0551,VERSAILLES AT WELLINGTON,"10400 Versailles Boulevard, Wellington, FL 33449-8066, USA",003183048,33449
0,VI AT AVENTURA - NON-STANDARD UNITS,"19680 East Country Club Drive, Florida 33180-2555, USA",031162862,33180
0,VI AT AVENTURA - STANDARD UNITS,"19680 East Country Club Drive, Florida 33180-2555, USA",031162862,33180
F1677,VI AT LAKESIDE,"2792 Donnelly Drive, Lantana, FL 33462-6431, USA",046300556,33462
F0648,VICE MIAMI (X MIAMI),"230 Northeast 4th Street, Miami, FL 33132-2231, USA",039040304,33132
F1539,VICTORIA LAKES,"2100 Northwest 98th Way, Pembroke Pines, FL 33024-1424, USA",034774551,33024
F1675,VICTORIA LAKES CONDOMINIUM,"9580 Victoria Lane, Naples, FL 34109-1630, USA",098199722,34109
F1906,VILLA COSTA,3210 S OCEAN BLVD 33487,052923016,33487
F1907,VILLA DEL LAGO,"1617 North Flagler Drive, West Palm Beach, FL 33407-6537, USA",023875327,33407
F1099,VILLA LAGUNA,"2200 Sole Mia Square Lane, North Miami, FL 33181-1242, USA",037110066,33181
F1515,VILLA MAGNA,"2727 South Ocean Boulevard, Highland Beach, FL 33487-1874, USA",045699858,33487
F1265,VILLA NOVA,3505 S OCEAN BLVD 33487,056415937,33487
F1599,VILLA PALMA AT NORTHLAKE,"9065 Villa Palma Lane, West Palm Beach, FL 33418-6300, USA",095802933,33418
F1229,VILLA REGINA,"1581 Brickell Avenue, Miami, FL 33129-1215, USA",022769041,33129
F0941,VILLA SOLE,"2201 Sole Mia Way, North Miami, FL 33181, USA",037138982,33181
